Plan;Medicamento;Presentacion;Laboratorio;Familia;Principio_Activo;Receta;Porcentaje_Cobertura;Es_Cronica;Enfermedad;Requiere_Empadronamiento
SC250,SC300,SC500,SC550, SC600, SC4000;KEFORAL;1000 mg comp.rec.x 8;IVAX ARGENTINA S.A.;ANTIBIÓTICO;CEFALEXINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;BUTEFINA DUO;1000 mg comp.rec.x 14;SAVANT GENER;ANTIBIÓTICO;CEFALEXINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;SINURIT;1000 mg comp.rec.x 16;MICROSULES ARGENTINA S.A.;ANTIBIÓTICO;CEFALEXINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;KEFORAL;1000 mg comp.rec.x 16;IVAX ARGENTINA S.A.;ANTIBIÓTICO;CEFALEXINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFALEXINA FABRA;1000 mg comp.x 8;FABRA S.R.L.;ANTIBIÓTICO;CEFALEXINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;LAFEXINA;1000 mg comp.x 8;LAFEDAR;ANTIBIÓTICO;CEFALEXINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;SEPTILISIN DUO;1000 mg comp.x 14;BAGO S.A.;ANTIBIÓTICO;CEFALEXINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;LAFEXINA;1000 mg comp.x 14;LAFEDAR;ANTIBIÓTICO;CEFALEXINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFALEXINA FABRA;1000 mg comp.x 16;FABRA S.R.L.;ANTIBIÓTICO;CEFALEXINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;LAFEXINA;1000 mg comp.x 16;LAFEDAR;ANTIBIÓTICO;CEFALEXINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEPOREXIN;Ped.250 mg susp.x 90 ml;ROEMMERS;ANTIBIÓTICO;CEFALEXINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFALOTINA RICHET (SAL SODICA;1 g iny.f.a.x 1;RICHET S.A.;ANTIBIÓTICO;CEFALOTINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFAZOLINA RICHET;1 g iny.f.a.x 1;RICHET S.A.;ANTIBIÓTICO;CEFAZOLINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFALOMICINA;1000 mg iny.liof.f.a.x 1;BAGO S.A.;ANTIBIÓTICO;CEFAZOLINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFEPIME RICHET;1 g f.a.x 1;RICHET S.A.;ANTIBIÓTICO;CEFEPIME;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFEPIME RICHET;2 g f.a.x 1;RICHET S.A.;ANTIBIÓTICO;CEFEPIME;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFIXIMA RICHET;400 mg comp.rec.x 6;RICHET S.A.;ANTIBIÓTICO;CEFIXIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;VIXCEF;400 mg comp.x 6;BAGO S.A.;ANTIBIÓTICO;CEFIXIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;VIXCEF;400 mg comp.x 12;BAGO S.A.;ANTIBIÓTICO;CEFIXIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFIXIMA HLB;comp.rec. x 8;HLB PHARMA;ANTIBIÓTICO;CEFIXIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;NOVACEF;comp.x 8;GADOR S.A.;ANTIBIÓTICO;CEFIXIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;VIXCEF;susp.x 30 ml;BAGO S.A.;ANTIBIÓTICO;CEFIXIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;VIXCEF;susp.x 60 ml;BAGO S.A.;ANTIBIÓTICO;CEFIXIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFOTAXIMA NORGREEN;1000 mg iny.f.a.x 1;NORGREEN;ANTIBIÓTICO;CEFOTAXIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFTAZIDIMA RICHET;1 g iny.f.a. (C/u);RICHET S.A.;ANTIBIÓTICO;CEFTAZIDIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFTAZIDIMA FABRA;1000 mg f.a.x 1;FABRA S.R.L.;ANTIBIÓTICO;CEFTAZIDIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;FORTUM;1000 mg f.a.x 1;PHOENIX-ELEA;ANTIBIÓTICO;CEFTAZIDIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFTRIAXONA FABRA;1 g f.a.x 1;FABRA S.R.L.;ANTIBIÓTICO;CEFTRIAXONA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFTRIAXONA PHARMAVIAL;1 g f.a.x 1;IBC;ANTIBIÓTICO;CEFTRIAXONA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFTRIAXONA RICHET;1 g IM f.a.+a.solv.(C/u);RICHET S.A.;ANTIBIÓTICO;CEFTRIAXONA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ACANTEX;1 g IM f.a.x 1;SIEGFRIED S.A.;ANTIBIÓTICO;CEFTRIAXONA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ACANTEX;1 g IM f.a.x 3;SIEGFRIED S.A.;ANTIBIÓTICO;CEFTRIAXONA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ACANTEX;1 g IV f.a.x 1;SIEGFRIED S.A.;ANTIBIÓTICO;CEFTRIAXONA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ACANTEX;2 g IV f.a.x 1;SIEGFRIED S.A.;ANTIBIÓTICO;CEFTRIAXONA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ACANTEX;500 mg IM f.a.x 1;SIEGFRIED S.A.;ANTIBIÓTICO;CEFTRIAXONA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFTRIAXONA DUNCAN;1000 mg IM iny.f.a.x 1;DUNCAN  S.C.A.;ANTIBIÓTICO;CEFTRIAXONA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFTRIAXONA NORGREEN;1000 mg iny.f.a.x 1;NORGREEN;ANTIBIÓTICO;CEFTRIAXONA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFTRIAZ;1000 mg iny.x 1;KLONAL S.R.L.;ANTIBIÓTICO;CEFTRIAXONA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFUROXIMA RICHET;1.5 g iny.f.a.;RICHET S.A.;ANTIBIÓTICO;CEFUROXIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFUROX SABOR MEJORADO;250 mg susp.oral x 50 ml;PHOENIX-ELEA;ANTIBIÓTICO;CEFUROXIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFUROXIMA RICHET;500 mg comp.x 8;RICHET S.A.;ANTIBIÓTICO;CEFUROXIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFUROX;750 mg f.a.x 1;PHOENIX-ELEA;ANTIBIÓTICO;CEFUROXIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFUROXIMA RICHET;750 mg iny.f.a.;RICHET S.A.;ANTIBIÓTICO;CEFUROXIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CEFUROXIMA RICHET SUSPENSION 1;jbe.x 70 ml;RICHET S.A.;ANTIBIÓTICO;CEFUROXIMA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CELEBREX;200 mg caps.x 20;ASPEN FARMA;ANALGÉSICO ANTIINFLAM.;CELECOXIB;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CETIZINE;10 mg comp.rec.x 10;LAZAR Y CIA. S.A.Q. E I.;ANTIALÉRGICO ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CETIZINE;10 mg comp.rec.x 20;LAZAR Y CIA. S.A.Q. E I.;ANTIALÉRGICO ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;SALVALERG;10 mg comp.x 10;GSK BIOPHARMA ARGENTINA S.A.;ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ZYRTEC;10 mg comp.x 10;GSK BIOPHARMA ARGENTINA S.A.;ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CETIRIZINA TEVA;10 mg comp.x 10;IVAX ARGENTINA S.A.;ANTIALÉRGICO ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;SALVALERG;10 mg comp.x 30;GSK BIOPHARMA ARGENTINA S.A.;ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ZYRTEC;10 mg comp.x 30;GSK BIOPHARMA ARGENTINA S.A.;ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ALIDIAL;comp.rec.x 10;SIEGFRIED S.A.;ANTIALÉRGICO ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ATOPIX;comp.rec.x 20;PABLO CASSARA S.R.L.;ANTIALÉRGICO ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ALIDIAL;comp.rec.x 30;SIEGFRIED S.A.;ANTIALÉRGICO ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CETIRIZINA CETUS;comp.x 10;CETUS S.R.L.;ANTIALÉRGICO ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CABAL;comp.x 10;DALLAS  S.A.;ANTIALÉRGICO ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;STOPALER;comp.x 10;MEGALABS ARGENTINA SAU;ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CETRILER;comp.x 10;LAFEDAR;ANTIALÉRGICO ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;STOPALER;comp.x 20;MEGALABS ARGENTINA SAU;ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CABAL;comp.x 30;DALLAS  S.A.;ANTIALÉRGICO ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CABAL;gts.x 10 ml;DALLAS  S.A.;ANTIALÉRGICO ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CETIZINE;gts.x 10 ml;LAZAR Y CIA. S.A.Q. E I.;ANTIALÉRGICO ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CETRILER;gts.x 10 ml;LAFEDAR;ANTIALÉRGICO ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ATOPIX;gts.x 20 ml;PABLO CASSARA S.R.L.;ANTIALÉRGICO ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ALIDIAL;gts.x 20 ml;SIEGFRIED S.A.;ANTIALÉRGICO ANTIHISTAMÍNICO;CETIRIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MITRUL;15 mg caps.x 10;RAFFO;MIORRELAJANTE;CICLOBENZAPRINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CICLOPENTOLATO POEN;1% colirio x 5 ml;POEN S.A.C.I.F.I.;MIDRIÁTICO;CICLOPENTOLATO;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;NIOGERMOX;Frasco x 3.3 ml;ISDIN;ANTIMICÓTICO;CICLOPIROX;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MICOPIROX LACA;laca x 5 ml;LERSAN;ANTIMICÓTICO;CICLOPIROX;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MICOMAZOL LACA;laca x 5 ml;SIEGFRIED S.A.;ANTIMICÓTICO;CICLOPIROX;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MICOPIROX;cr.x 30 g;LERSAN;ANTIMICÓTICO TÓPICO;CICLOPIROXOLAMINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MICOPIROX;loc.x 50 ml;LERSAN;ANTIMICÓTICO TÓPICO;CICLOPIROXOLAMINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MICOPIROX;shamp.x 100 ml;LERSAN;ANTIMICÓTICO TÓPICO;CICLOPIROXOLAMINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CLOSPORIL 0.1%;gts.oft.x 5 ml;POEN S.A.C.I.F.I.;INMUNOMODULADOR;CICLOSPORINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;LACRINMUNE;gts.oft.x 5 ml;BAUSCH & LOMB;INMUNOMODULADOR;CICLOSPORINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;INMUNOSPORIN 0.1%;sol.oft.x 5 ml;PHOENIX-ELEA;INMUNOMODULADOR;CICLOSPORINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CIPOS 0.1;sol.oft.x 5 ml;MAX VISION;INMUNOMODULADOR;CICLOSPORINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;RESTASIS;viales x 30unids.x 0.4ml;ABBVIE EX ALLERGAN;TRAT.QUERATOCONJUNTIVITIS;CICLOSPORINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOVAS;50 mg comp.ran.x 30;BALIARDA S.A.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ACLUSIN;50 mg comp.x 30;CASASCO S.A.I.C.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILAAL 50;50 mg comp.x 30;CRAVERI S.A.I.C.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;POLICOR;50 mg comp.x 30;GADOR S.A.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSTAZOL RICHET;50 mg comp.x 30;RICHET S.A.;ANTIPLAQUETARIO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSTANE;50 mg comp.x 30;ECZANE;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;LICUAGEN;50 mg comp.x 30;PHOENIX-ELEA;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSTAL;50 mg comp.x 30;PHOENIX-ELEA;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TRASTOCIR;50 mg comp.x 30;IVAX ARGENTINA S.A.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSPAW;50 mg comp.x 30;ROSPAW;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CITALEXON;50 mg comp.x 30;HLB PHARMA;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;NOVAMAS;50 mg comp.x 30;FRANCELAB S.A.;ANTIAGREGANTE PLAQUETARIO;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ZOLPLAT;50 mg comp.x 30;NOLTER;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILAAL 50;50 mg comp.x 60;CRAVERI S.A.I.C.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TRASTOCIR;50 mg comp.x 60;IVAX ARGENTINA S.A.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSPAW;50 mg comp.x 60;ROSPAW;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CITALEXON;50 mg comp.x 60;HLB PHARMA;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;NOVAMAS;50 mg comp.x 60;FRANCELAB S.A.;ANTIAGREGANTE PLAQUETARIO;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSTANE;50 mg comp.x 60;ECZANE;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSTANE;50 mg comp.x 500;ECZANE;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOVAS;100 mg comp.ran.x 30;BALIARDA S.A.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PLETAAL;100 mg comp.x 20;JANSSEN-CILAG;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ACLUSIN;100 mg comp.x 30;CASASCO S.A.I.C.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILAAL 100;100 mg comp.x 30;CRAVERI S.A.I.C.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;POLICOR;100 mg comp.x 30;GADOR S.A.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSTAZOL RICHET;100 mg comp.x 30;RICHET S.A.;ANTIPLAQUETARIO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;DENCILOX;100 mg comp.x 30;DENVER FARMA S.A.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSTANE;100 mg comp.x 30;ECZANE;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;LICUAGEN;100 mg comp.x 30;PHOENIX-ELEA;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSTAL;100 mg comp.x 30;PHOENIX-ELEA;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TRASTOCIR;100 mg comp.x 30;IVAX ARGENTINA S.A.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSPAW;100 mg comp.x 30;ROSPAW;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CITALEXON;100 mg comp.x 30;HLB PHARMA;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;NOVAMAS;100 mg comp.x 30;FRANCELAB S.A.;ANTIAGREGANTE PLAQUETARIO;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ZOLPLAT;100 mg comp.x 30;NOLTER;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PLETAAL;100 mg comp.x 40;JANSSEN-CILAG;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ACLUSIN;100 mg comp.x 60;CASASCO S.A.I.C.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILAAL 100;100 mg comp.x 60;CRAVERI S.A.I.C.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSTAZOL RICHET;100 mg comp.x 60;RICHET S.A.;ANTIPLAQUETARIO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSTAL;100 mg comp.x 60;PHOENIX-ELEA;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TRASTOCIR;100 mg comp.x 60;IVAX ARGENTINA S.A.;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSPAW;100 mg comp.x 60;ROSPAW;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CITALEXON;100 mg comp.x 60;HLB PHARMA;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;NOVAMAS;100 mg comp.x 60;FRANCELAB S.A.;ANTIAGREGANTE PLAQUETARIO;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSTANE;100 mg comp.x 60;ECZANE;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CILOSTANE;100 mg comp.x 500;ECZANE;ANTITROMBÓTICO VASODILATADOR;CILOSTAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;NATROPAS;75 mg comp.x 100;FINADIET S.A.C.I.F..I.;VASODILATADOR CEREB.Y PERIF.;CINARIZINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;STUGERON FORTE;comp.x 60;JANSSEN-CILAG;ANTIVERTIGINOSO;CINARIZINA;VENTA BAJO RECETA;40;NO;;NO
